MouseName,MouseId,HumanName,HumanId,RatName,RatId,FlyName,FlyId,FishName,FishId,YeastName,YeastId,homologId,COSMIC,CGC,Study,PubMedId,Effect,CISAddress,Rank,Cancer,Studies
Fus,233908,NA,NA,Fus,317385,NA,NA,NA,NA,NA,NA,134091,FALSE,FALSE,Guo 2016-01,26676752,N/A,7:127967457-127985701,D,Blood Cancer,9
Fus,233908,NA,NA,Fus,317385,NA,NA,NA,NA,NA,NA,134091,FALSE,FALSE,Kodama 2016-01,27178121,N/A,7:127967457-127985701,C,Liver Cancer,9
Fus,233908,NA,NA,Fus,317385,NA,NA,NA,NA,NA,NA,134091,FALSE,FALSE,March 2011-01,22057237,N/A,7:127763849-128028748,A,Colorectal Cancer,9
Fus,233908,NA,NA,Fus,317385,NA,NA,NA,NA,NA,NA,134091,FALSE,FALSE,Morris 2016-01,27790711,N/A,7:127967457-127985701,C,Colorectal Cancer,9
Fus,233908,NA,NA,Fus,317385,NA,NA,NA,NA,NA,NA,134091,FALSE,FALSE,Perez Mancera 2012-01,22699621,N/A,7:127980530-127980530,D,Pancreatic Cancer,9
Fus,233908,NA,NA,Fus,317385,NA,NA,NA,NA,NA,NA,134091,FALSE,FALSE,Perez Mancera 2012-02,22699621,N/A,7:127981520-127981520,D,Pancreatic Cancer,9
Fus,233908,NA,NA,Fus,317385,NA,NA,NA,NA,NA,NA,134091,FALSE,FALSE,Takeda 2015-02,25559195,N/A,7:127983355-127989223,D,Colorectal Cancer,9
Fus,233908,NA,NA,Fus,317385,NA,NA,NA,NA,NA,NA,134091,FALSE,FALSE,Takeda 2015-03,25559195,N/A,7:127966485-127989996,B,Colorectal Cancer,9
Ccdc55,237859,NSRP1,84081,Nsrp1,303346,NA,NA,nsrp1,323926,NA,NA,134095,TRUE,FALSE,Bard-Chapeau 2014-01,24316982,N/A,11:77044291-77078435,C,Liver Cancer,6
Ccdc55,237859,NSRP1,84081,Nsrp1,303346,NA,NA,nsrp1,323926,NA,NA,134095,TRUE,FALSE,Guo 2016-01,26676752,N/A,11:77044292-77078435,C,Blood Cancer,6
Ccdc55,237859,NSRP1,84081,Nsrp1,303346,NA,NA,nsrp1,323926,NA,NA,134095,TRUE,FALSE,Takeda 2015-01,25559195,N/A,11:77053215-77069315,C,Colorectal Cancer,6
Ccdc55,237859,NSRP1,84081,Nsrp1,303346,NA,NA,nsrp1,323926,NA,NA,134095,TRUE,FALSE,Takeda 2015-02,25559195,N/A,11:77051724-77059040,D,Colorectal Cancer,6
Ccdc55,237859,NSRP1,84081,Nsrp1,303346,NA,NA,nsrp1,323926,NA,NA,134095,TRUE,FALSE,Takeda 2015-03,25559195,N/A,11:77055316-77065556,D,Colorectal Cancer,6
Ccdc55,237859,NSRP1,84081,Nsrp1,303346,NA,NA,nsrp1,323926,NA,NA,134095,TRUE,FALSE,Takeda 2016-01,27006499,N/A,11:77044292-77078435,D,Gastric Cancer,6
Celf1,13046,NA,NA,Celf1,362160,NA,NA,celf1,58137,NA,NA,134102,FALSE,FALSE,Bard-Chapeau 2014-01,24316982,N/A,2:90940457-91017053,A,Liver Cancer,15
Celf1,13046,NA,NA,Celf1,362160,NA,NA,celf1,58137,NA,NA,134102,FALSE,FALSE,Guo 2016-01,26676752,N/A,2:90940382-91019497,A,Blood Cancer,15
Celf1,13046,NA,NA,Celf1,362160,NA,NA,celf1,58137,NA,NA,134102,FALSE,FALSE,Kodama 2016-01,27178121,N/A,2:90940382-91019497,A,Liver Cancer,15
Celf1,13046,NA,NA,Celf1,362160,NA,NA,celf1,58137,NA,NA,134102,FALSE,FALSE,Kodama 2016-02,27247392,N/A,2:90940382-91019497,D,Liver Cancer,15
Celf1,13046,NA,NA,Celf1,362160,NA,NA,celf1,58137,NA,NA,134102,FALSE,FALSE,March 2011-01,22057237,N/A,2:90886679-91019563,C,Colorectal Cancer,15
Celf1,13046,NA,NA,Celf1,362160,NA,NA,celf1,58137,NA,NA,134102,FALSE,FALSE,Morris 2016-01,27790711,N/A,2:90941543-91004543,B,Colorectal Cancer,15
Celf1,13046,NA,NA,Celf1,362160,NA,NA,celf1,58137,NA,NA,134102,FALSE,FALSE,Perez Mancera 2012-01,22699621,N/A,2:90985196-90985196,C,Pancreatic Cancer,15
Celf1,13046,NA,NA,Celf1,362160,NA,NA,celf1,58137,NA,NA,134102,FALSE,FALSE,Perez Mancera 2012-02,22699621,N/A,2:90990801-90990801,B,Pancreatic Cancer,15
Celf1,13046,NA,NA,Celf1,362160,NA,NA,celf1,58137,NA,NA,134102,FALSE,FALSE,Rahrmann 2013-01,23685747,N/A,2:90940382-91019497,C,Nervous System Cancer,15
Celf1,13046,NA,NA,Celf1,362160,NA,NA,celf1,58137,NA,NA,134102,FALSE,FALSE,Rahrmann 2013-02,23685747,N/A,2:90940382-91019497,C,Nervous System Cancer,15
Celf1,13046,NA,NA,Celf1,362160,NA,NA,celf1,58137,NA,NA,134102,FALSE,FALSE,Starr 2009-01,19251594,Loss,2:90943559-91011895,A,Colorectal Cancer,15
Celf1,13046,NA,NA,Celf1,362160,NA,NA,celf1,58137,NA,NA,134102,FALSE,FALSE,Takeda 2015-01,25559195,N/A,2:90941787-90959490,C,Colorectal Cancer,15
Celf1,13046,NA,NA,Celf1,362160,NA,NA,celf1,58137,NA,NA,134102,FALSE,FALSE,Takeda 2015-02,25559195,N/A,2:90949289-90972911,D,Colorectal Cancer,15
Celf1,13046,NA,NA,Celf1,362160,NA,NA,celf1,58137,NA,NA,134102,FALSE,FALSE,Takeda 2015-03,25559195,N/A,2:90945656-90994306,A,Colorectal Cancer,15
Celf1,13046,NA,NA,Celf1,362160,NA,NA,celf1,58137,NA,NA,134102,FALSE,FALSE,Takeda 2016-01,27006499,Loss,2:90938457-90978292,C,Gastric Cancer,15
Wfdc13,408190,NA,NA,LOC100365199,100365199,NA,NA,NA,NA,NA,NA,134107,FALSE,FALSE,Wu 2012-01,22343890,N/A,2:164685107-164687706,N/A,Nervous System Cancer,1
Sectm1a,209588,SECTM1,6398,Sectm1,287885,NA,NA,NA,NA,NA,NA,134112,TRUE,FALSE,March 2011-01,22057237,N/A,,N/A,Colorectal Cancer,1
Gabarap,56486,GABARAP,11337,Gabarap,58974,NA,NA,gabarapa,326974,NA,NA,134119,TRUE,FALSE,Guo 2016-01,26676752,N/A,11:69991143-69994951,D,Blood Cancer,1
2010107G12Rik,243753,NA,NA,RGD1565367,312226,NA,NA,zgc:110789,503757,NA,NA,134124,FALSE,FALSE,Guo 2016-01,26676752,N/A,6:34945278-34988404,D,Blood Cancer,1
Cpsf6,432508,CPSF6,11052,Cpsf6,299811,NA,NA,NA,NA,NA,NA,134126,TRUE,FALSE,Bard-Chapeau 2014-01,24316982,N/A,10:117344667-117376973,B,Liver Cancer,9
Cpsf6,432508,CPSF6,11052,Cpsf6,299811,NA,NA,NA,NA,NA,NA,134126,TRUE,FALSE,Guo 2016-01,26676752,N/A,10:117344673-117380015,D,Blood Cancer,9
Cpsf6,432508,CPSF6,11052,Cpsf6,299811,NA,NA,NA,NA,NA,NA,134126,TRUE,FALSE,Kodama 2016-01,27178121,N/A,10:117344673-117380015,C,Liver Cancer,9
Cpsf6,432508,CPSF6,11052,Cpsf6,299811,NA,NA,NA,NA,NA,NA,134126,TRUE,FALSE,March 2011-01,22057237,N/A,10:117332061-117387807,C,Colorectal Cancer,9
Cpsf6,432508,CPSF6,11052,Cpsf6,299811,NA,NA,NA,NA,NA,NA,134126,TRUE,FALSE,Morris 2016-01,27790711,N/A,10:117342944-117373944,B,Colorectal Cancer,9
Cpsf6,432508,CPSF6,11052,Cpsf6,299811,NA,NA,NA,NA,NA,NA,134126,TRUE,FALSE,Perna 2015-01,25624498,N/A,10:117347903-117347903,D,Skin Cancer,9
Cpsf6,432508,CPSF6,11052,Cpsf6,299811,NA,NA,NA,NA,NA,NA,134126,TRUE,FALSE,Rad 2015-01,25485836,N/A,10:117362000-117378000,D,Pancreatic Cancer,9
Cpsf6,432508,CPSF6,11052,Cpsf6,299811,NA,NA,NA,NA,NA,NA,134126,TRUE,FALSE,Rangel 2016-01,27849608,N/A,10:117344673-117380015,D,Breast Cancer,9
Cpsf6,432508,CPSF6,11052,Cpsf6,299811,NA,NA,NA,NA,NA,NA,134126,TRUE,FALSE,Takeda 2015-03,25559195,N/A,10:117339176-117371370,C,Colorectal Cancer,9
E130309D14Rik,432582,LOC101928991,101928991,RGD1562276,360567,NA,NA,NA,NA,NA,NA,134144,FALSE,FALSE,Guo 2016-01,26676752,N/A,11:74619605-74641516,D,Blood Cancer,2
E130309D14Rik,432582,LOC101928991,101928991,RGD1562276,360567,NA,NA,NA,NA,NA,NA,134144,FALSE,FALSE,March 2011-01,22057237,N/A,,N/A,Colorectal Cancer,2
Flg2,229574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134146,FALSE,FALSE,Xu 2017-01,28062688,Loss,3:93197278-93221391,N/A,Liver Cancer,1
Utp14a,72554,UTP14A,10813,Utp14a,317579,NA,NA,NA,NA,NA,NA,134153,TRUE,FALSE,March 2011-01,22057237,N/A,,N/A,Colorectal Cancer,1
Supt20,56790,NA,NA,Supt20,361946,NA,NA,NA,NA,NA,NA,134155,FALSE,FALSE,Perez Mancera 2012-01,22699621,N/A,3:54702661-54702661,D,Pancreatic Cancer,2
Supt20,56790,NA,NA,Supt20,361946,NA,NA,NA,NA,NA,NA,134155,FALSE,FALSE,Perez Mancera 2012-02,22699621,N/A,3:54704144-54704144,D,Pancreatic Cancer,2
Trcg1,541610,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134171,FALSE,FALSE,Guo 2016-01,26676752,N/A,9:57236556-57249864,C,Blood Cancer,2
Trcg1,541610,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134171,FALSE,FALSE,March 2011-01,22057237,N/A,,N/A,Colorectal Cancer,2
Flt1,14254,FLT1,2321,NA,NA,NA,NA,flt1,544667,NA,NA,134179,TRUE,FALSE,Guo 2016-01,26676752,N/A,5:147561604-147726011,B,Blood Cancer,2
Flt1,14254,FLT1,2321,NA,NA,NA,NA,flt1,544667,NA,NA,134179,TRUE,FALSE,March 2011-01,22057237,N/A,,N/A,Colorectal Cancer,2
H2afx,15270,H2AFX,3014,H2afx,500987,NA,NA,h2afx,394048,NA,NA,134201,TRUE,FALSE,Rad 2010-01,20947725,N/A,9:44161925-44298698,N/A,Blood Cancer,1
Snrpc,20630,NA,NA,Snrpc,361808,NA,NA,snrpc,192330,NA,NA,134217,FALSE,FALSE,March 2011-01,22057237,N/A,,N/A,Colorectal Cancer,1
Xpr1,19775,XPR1,9213,Xpr1,289424,CG10483,38666,si:dkey-6n6.7,100170805,SYG1,854764,134226,TRUE,FALSE,Been 2014-01,24827933,Loss,1:155265800-155365800,D,Blood Cancer,3
Xpr1,19775,XPR1,9213,Xpr1,289424,CG10483,38666,si:dkey-6n6.7,100170805,SYG1,854764,134226,TRUE,FALSE,Guo 2016-01,26676752,N/A,1:155275701-155417415,A,Blood Cancer,3
Xpr1,19775,XPR1,9213,Xpr1,289424,CG10483,38666,si:dkey-6n6.7,100170805,SYG1,854764,134226,TRUE,FALSE,Rangel 2016-01,27849608,N/A,1:155275701-155417415,D,Breast Cancer,3
Hist2h4,97122,HIST1H4C,8364,LOC100912489,100912489,His4:CG33897,3772096,si:ch211-113a14.17,560380,NA,NA,134234,TRUE,FALSE,March 2011-01,22057237,N/A,,N/A,Colorectal Cancer,1
Bdh2,69772,BDH2,56898,Bdh2,295458,NA,NA,bdh2,550507,NA,NA,134268,TRUE,FALSE,March 2011-01,22057237,N/A,,N/A,Colorectal Cancer,1
Serbp1,66870,SERBP1,26135,NA,NA,NA,NA,NA,NA,NA,NA,134277,TRUE,FALSE,Bard-Chapeau 2014-01,24316982,N/A,6:67266978-67289302,A,Liver Cancer,9
Serbp1,66870,SERBP1,26135,NA,NA,NA,NA,NA,NA,NA,NA,134277,TRUE,FALSE,Friedel 2013-01,23940809,N/A,6:67266979-67289302,N/A,Mixed,9
Serbp1,66870,SERBP1,26135,NA,NA,NA,NA,NA,NA,NA,NA,134277,TRUE,FALSE,Kodama 2016-01,27178121,N/A,6:67238176-67297736,A,Liver Cancer,9
Serbp1,66870,SERBP1,26135,NA,NA,NA,NA,NA,NA,NA,NA,134277,TRUE,FALSE,March 2011-01,22057237,N/A,6:67232676-67329713,A,Colorectal Cancer,9
Serbp1,66870,SERBP1,26135,NA,NA,NA,NA,NA,NA,NA,NA,134277,TRUE,FALSE,Morris 2016-01,27790711,N/A,6:67273606-67290606,B,Colorectal Cancer,9
Serbp1,66870,SERBP1,26135,NA,NA,NA,NA,NA,NA,NA,NA,134277,TRUE,FALSE,Perez Mancera 2012-01,22699621,N/A,6:67282373-67282373,D,Pancreatic Cancer,9
Serbp1,66870,SERBP1,26135,NA,NA,NA,NA,NA,NA,NA,NA,134277,TRUE,FALSE,Perez Mancera 2012-02,22699621,N/A,6:67285067-67285067,D,Pancreatic Cancer,9
Serbp1,66870,SERBP1,26135,NA,NA,NA,NA,NA,NA,NA,NA,134277,TRUE,FALSE,Rahrmann 2013-02,23685747,N/A,6:67266979-67289302,D,Nervous System Cancer,9
Serbp1,66870,SERBP1,26135,NA,NA,NA,NA,NA,NA,NA,NA,134277,TRUE,FALSE,Takeda 2015-03,25559195,N/A,6:67267775-67300045,A,Colorectal Cancer,9
Hist1h2ac,319164,HIST1H2AK,8330,Hist1h2af,498753,NA,NA,NA,NA,NA,NA,134305,TRUE,FALSE,Guo 2016-01,26676752,N/A,13:23683449-23683924,C,Blood Cancer,1
Clasrp,53609,NA,NA,Clasrp,499390,NA,NA,NA,NA,NA,NA,134306,FALSE,FALSE,March 2011-01,22057237,N/A,,N/A,Colorectal Cancer,1
Gimap7,231932,GIMAP7,168537,Gimap7,500113,NA,NA,NA,NA,NA,NA,134307,TRUE,FALSE,Guo 2016-01,26676752,N/A,6:48718621-48724636,D,Blood Cancer,1
Tpm2,22004,NA,NA,Tpm2,500450,NA,NA,NA,NA,NA,NA,134309,FALSE,FALSE,Guo 2016-01,26676752,N/A,4:43514711-43523765,D,Blood Cancer,1
Tubb2a,22151,TUBB2A,7280,Tubb2a,498736,betaTub97EF,43359,zgc:112335,554127,NA,NA,134314,TRUE,FALSE,Guo 2016-01,26676752,N/A,13:34074301-34078008,C,Blood Cancer,1
Pi16,74116,PI16,221476,Pi16,294312,NA,NA,NA,NA,NA,NA,134317,TRUE,FALSE,Guo 2016-01,26676752,N/A,17:29318877-29329413,D,Blood Cancer,2
Pi16,74116,PI16,221476,Pi16,294312,NA,NA,NA,NA,NA,NA,134317,TRUE,FALSE,March 2011-01,22057237,N/A,,N/A,Colorectal Cancer,2
Sct,20287,NA,NA,Sct,24769,NA,NA,NA,NA,NA,NA,134323,FALSE,FALSE,March 2011-01,22057237,N/A,,N/A,Colorectal Cancer,1
Crb3,224912,NA,NA,Crb3,301112,NA,NA,NA,NA,NA,NA,134352,FALSE,FALSE,March 2011-01,22057237,N/A,,N/A,Colorectal Cancer,1
Gpx4,625249,GPX4,2879,Gpx4,29328,NA,NA,gpx4b,352929,GPX2,852546,134384,TRUE,FALSE,Guo 2016-01,26676752,N/A,10:80047166-80056439,D,Blood Cancer,2
Gpx4,625249,GPX4,2879,Gpx4,29328,NA,NA,gpx4b,352929,GPX2,852546,134384,TRUE,FALSE,March 2011-01,22057237,N/A,,N/A,Colorectal Cancer,2
Nova2,384569,NOVA2,4858,Nova2,292681,NA,NA,NA,NA,NA,NA,134398,TRUE,FALSE,Guo 2016-01,26676752,N/A,7:18925888-18965319,D,Blood Cancer,2
Nova2,384569,NOVA2,4858,Nova2,292681,NA,NA,NA,NA,NA,NA,134398,TRUE,FALSE,March 2011-01,22057237,N/A,,N/A,Colorectal Cancer,2
Foxp2,114142,NA,NA,NA,NA,NA,NA,foxp2,555242,NA,NA,134404,FALSE,FALSE,Bard-Chapeau 2014-01,24316982,N/A,6:14901348-15441977,D,Liver Cancer,3
Foxp2,114142,NA,NA,NA,NA,NA,NA,foxp2,555242,NA,NA,134404,FALSE,FALSE,Kodama 2016-01,27178121,N/A,6:14901388-15441201,D,Liver Cancer,3
Foxp2,114142,NA,NA,NA,NA,NA,NA,foxp2,555242,NA,NA,134404,FALSE,FALSE,Rad 2015-01,25485836,N/A,6:15176644-15192644,D,Pancreatic Cancer,3
Gabarapl1,57436,GABARAPL1,23710,Gabarapl1,689161,Atg8a,32001,LOC793200,793200,ATG8,852200,134420,TRUE,FALSE,Perez Mancera 2012-02,22699621,N/A,6:129543269-129543269,D,Pancreatic Cancer,1
Iws1,73473,IWS1,55677,Iws1,291705,NA,NA,LOC100329390,100329390,NA,NA,134421,TRUE,FALSE,Guo 2016-01,26676752,N/A,18:32067741-32104328,D,Blood Cancer,2
Iws1,73473,IWS1,55677,Iws1,291705,NA,NA,LOC100329390,100329390,NA,NA,134421,TRUE,FALSE,Van der Weyden 2013-03,22370638,N/A,,N/A,Blood Cancer,2
Pdk1,228026,PDK1,5163,Pdk1,116551,NA,NA,pdk1,555840,NA,NA,134437,TRUE,FALSE,Guo 2016-01,26676752,N/A,2:71873224-71903858,D,Blood Cancer,2
Pdk1,228026,PDK1,5163,Pdk1,116551,NA,NA,pdk1,555840,NA,NA,134437,TRUE,FALSE,March 2011-01,22057237,N/A,,N/A,Colorectal Cancer,2
Dazap1,70248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134440,FALSE,FALSE,Bard-Chapeau 2014-01,24316982,N/A,10:80264990-80288413,C,Liver Cancer,3
Dazap1,70248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134440,FALSE,FALSE,Kodama 2016-01,27178121,N/A,10:80261486-80288408,D,Liver Cancer,3
Dazap1,70248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134440,FALSE,FALSE,Morris 2016-01,27790711,N/A,10:80265855-80291855,D,Colorectal Cancer,3
Hist1h2bp,319188,HIST1H2BO,8348,Hist1h2bo,291157,NA,NA,hist2h2l,386920,NA,NA,134442,TRUE,FALSE,Guo 2016-01,26676752,N/A,13:21787461-21789213,C,Blood Cancer,1
Srsf7,225027,SRSF7,6432,Srsf7,362687,NA,NA,NA,NA,NA,NA,134446,TRUE,FALSE,Guo 2016-01,26676752,N/A,17:80200089-80207305,B,Blood Cancer,2
Srsf7,225027,SRSF7,6432,Srsf7,362687,NA,NA,NA,NA,NA,NA,134446,TRUE,FALSE,March 2011-01,22057237,N/A,17:80155405-80225260,D,Colorectal Cancer,2
Mcur1,76137,MCUR1,63933,Mcur1,291034,NA,NA,NA,NA,NA,NA,134447,TRUE,FALSE,March 2011-01,22057237,N/A,,N/A,Colorectal Cancer,1
Hist1h4k,319160,HIST1H4H,8365,RGD1562378,500351,His4:CG33909,3771893,LOC101886781,101886781,NA,NA,134461,TRUE,FALSE,Guo 2016-01,26676752,N/A,13:21750194-21750505,D,Blood Cancer,1
Hist1h4b,326620,HIST2H4A,8370,LOC100912564,100912564,His4:CG33905,3771908,LOC101884830,101884830,NA,NA,134466,FALSE,FALSE,Guo 2016-01,26676752,N/A,13:23757013-23757409,D,Blood Cancer,1
Hist1h4i,319158,HIST4H4,121504,LOC680097,680097,His4:CG33903,3772254,LOC562770,562770,NA,NA,134468,TRUE,FALSE,Wu 2012-01,22343890,N/A,13:22040636-22041362,N/A,Nervous System Cancer,1
Hist1h3i,319153,HIST1H3F,8968,LOC682330,682330,His3:CG33818,3772198,NA,NA,NA,NA,134472,TRUE,FALSE,Guo 2016-01,26676752,N/A,13:21782960-21783370,D,Blood Cancer,1
Hist1h4h,69386,HIST1H4I,8294,Hist1h4a,679983,His4:CG33885,3772172,LOC794549,794549,NA,NA,134482,TRUE,TRUE,Guo 2016-01,26676752,N/A,13:23531050-23531522,D,Blood Cancer,1
Hist2h3c2,97114,HIST1H3G,8355,Hist2h3c2,310678,His3:CG33845,3772421,LOC100334933,100334933,NA,NA,134485,TRUE,FALSE,Guo 2016-01,26676752,N/A,3:96238108-96239127,C,Blood Cancer,1
Hist1h3c,319148,HIST2H3D,653604,LOC684762,684762,His3:CG33851,3772518,LOC564732,564732,NA,NA,134489,TRUE,FALSE,Guo 2016-01,26676752,N/A,13:23745013-23745501,D,Blood Cancer,1
Hist1h4f,319157,HIST1H4J,8363,Hist1h4b,64627,His4:CG33873,3772113,si:ch211-113a14.13,100003495,NA,NA,134492,TRUE,FALSE,Guo 2016-01,26676752,N/A,13:23551258-23551648,D,Blood Cancer,1
Hist4h4,320332,HIST1H4B,8366,Hist2h4,295277,His4:CG33871,3772708,LOC100332668,100332668,NA,NA,134493,TRUE,FALSE,Guo 2016-01,26676752,N/A,6:136801553-136804415,D,Blood Cancer,1
Hist2h3c1,15077,HIST1H3C,8352,NA,NA,His3:CG33863,3772173,si:ch211-113a14.14,560090,NA,NA,134495,TRUE,FALSE,Guo 2016-01,26676752,N/A,3:96246685-96248504,C,Blood Cancer,2
Hist2h3c1,15077,HIST1H3C,8352,NA,NA,His3:CG33863,3772173,si:ch211-113a14.14,560090,NA,NA,134495,TRUE,FALSE,March 2011-01,22057237,N/A,,N/A,Colorectal Cancer,2
Hist1h3e,319151,HIST1H3I,8354,LOC684819,684819,His3:CG33866,3772189,LOC100000930,100000930,NA,NA,134496,TRUE,FALSE,Guo 2016-01,26676752,N/A,13:23561534-23562369,D,Blood Cancer,1
Cyp46a1,13116,CYP46A1,10858,Cyp46a1,362782,NA,NA,NA,NA,NA,NA,134501,TRUE,FALSE,March 2011-01,22057237,N/A,,N/A,Colorectal Cancer,1
Cdkn1c,12577,NA,NA,Cdkn1c,246060,NA,NA,NA,NA,NA,NA,134519,FALSE,FALSE,March 2011-01,22057237,N/A,,N/A,Colorectal Cancer,1
Tuba1b,22143,TUBA1B,10376,NA,NA,NA,NA,tuba2,406303,NA,NA,134527,TRUE,FALSE,March 2011-01,22057237,N/A,15:98896055-98968943,D,Colorectal Cancer,1
Rbx1,56438,NA,NA,Rbx1,300084,NA,NA,NA,NA,NA,NA,134530,FALSE,FALSE,Bard-Chapeau 2014-01,24316982,N/A,15:81466315-81476369,D,Liver Cancer,3
Rbx1,56438,NA,NA,Rbx1,300084,NA,NA,NA,NA,NA,NA,134530,FALSE,FALSE,March 2011-01,22057237,N/A,,N/A,Colorectal Cancer,3
Rbx1,56438,NA,NA,Rbx1,300084,NA,NA,NA,NA,NA,NA,134530,FALSE,FALSE,Van der Weyden 2013-02,22370638,N/A,,N/A,Blood Cancer,3
Nedd4,17999,NA,NA,Nedd4,25489,NA,NA,nedd4a,619412,NA,NA,134533,FALSE,FALSE,Bard-Chapeau 2014-01,24316982,N/A,9:72662346-72749848,A,Liver Cancer,12
Nedd4,17999,NA,NA,Nedd4,25489,NA,NA,nedd4a,619412,NA,NA,134533,FALSE,FALSE,Chen 2017-01,28251929,N/A,9:72699237-72806265,C,Breast Cancer,12
Nedd4,17999,NA,NA,Nedd4,25489,NA,NA,nedd4a,619412,NA,NA,134533,FALSE,FALSE,Kodama 2016-01,27178121,N/A,9:72662346-72749852,A,Liver Cancer,12
Nedd4,17999,NA,NA,Nedd4,25489,NA,NA,nedd4a,619412,NA,NA,134533,FALSE,FALSE,March 2011-01,22057237,N/A,9:72632466-72758474,C,Colorectal Cancer,12
Nedd4,17999,NA,NA,Nedd4,25489,NA,NA,nedd4a,619412,NA,NA,134533,FALSE,FALSE,Moriarity 2015-02,25961939,Loss,9:72662346-72749852,C,Sarcoma,12
Nedd4,17999,NA,NA,Nedd4,25489,NA,NA,nedd4a,619412,NA,NA,134533,FALSE,FALSE,Morris 2016-01,27790711,N/A,9:72667193-72743193,B,Colorectal Cancer,12
Nedd4,17999,NA,NA,Nedd4,25489,NA,NA,nedd4a,619412,NA,NA,134533,FALSE,FALSE,Perez Mancera 2012-01,22699621,N/A,9:72721912-72721912,B,Pancreatic Cancer,12
Nedd4,17999,NA,NA,Nedd4,25489,NA,NA,nedd4a,619412,NA,NA,134533,FALSE,FALSE,Perez Mancera 2012-02,22699621,N/A,9:72722862-72722862,B,Pancreatic Cancer,12
Nedd4,17999,NA,NA,Nedd4,25489,NA,NA,nedd4a,619412,NA,NA,134533,FALSE,FALSE,Rad 2015-01,25485836,N/A,9:72691685-72717685,D,Pancreatic Cancer,12
Nedd4,17999,NA,NA,Nedd4,25489,NA,NA,nedd4a,619412,NA,NA,134533,FALSE,FALSE,Rahrmann 2013-01,23685747,N/A,9:72662557-72749842,C,Nervous System Cancer,12
Nedd4,17999,NA,NA,Nedd4,25489,NA,NA,nedd4a,619412,NA,NA,134533,FALSE,FALSE,Rahrmann 2013-02,23685747,N/A,9:72662557-72749842,C,Nervous System Cancer,12
Nedd4,17999,NA,NA,Nedd4,25489,NA,NA,nedd4a,619412,NA,NA,134533,FALSE,FALSE,Takeda 2015-01,25559195,N/A,9:72711311-72749359,C,Colorectal Cancer,12
2310033P09Rik,67862,C1orf35,79169,RGD1304587,303180,NA,NA,NA,NA,NA,NA,134536,TRUE,FALSE,March 2011-01,22057237,N/A,,N/A,Colorectal Cancer,1
Mapre2,212307,NA,NA,Mapre2,679221,NA,NA,zgc:171788,557679,NA,NA,134539,FALSE,FALSE,Rahrmann 2013-01,23685747,N/A,18:23752333-23893857,D,Nervous System Cancer,2
Mapre2,212307,NA,NA,Mapre2,679221,NA,NA,zgc:171788,557679,NA,NA,134539,FALSE,FALSE,Takeda 2016-01,27006499,Loss,18:23820958-23835510,C,Gastric Cancer,2
Pinx1,72400,PINX1,54984,Pinx1,305963,NA,NA,NA,NA,NA,NA,134540,TRUE,FALSE,Guo 2016-01,26676752,N/A,14:63860312-63919859,D,Blood Cancer,1
Snrpb,20638,SNRPB,6628,Snrpb,171365,NA,NA,NA,NA,NA,NA,134543,TRUE,FALSE,Bard-Chapeau 2014-01,24316982,N/A,2:130171635-130179364,D,Liver Cancer,2
Snrpb,20638,SNRPB,6628,Snrpb,171365,NA,NA,NA,NA,NA,NA,134543,TRUE,FALSE,Kodama 2016-01,27178121,N/A,2:130171414-130179403,D,Liver Cancer,2
Sfswap,231769,SFSWAP,6433,Sfswap,304431,NA,NA,sfswap,394143,NA,NA,134548,TRUE,FALSE,Bard-Chapeau 2014-01,24316982,N/A,5:129527805-129527805,D,Liver Cancer,1
Akap9,100986,NA,NA,Akap9,246150,NA,NA,NA,NA,NA,NA,134583,FALSE,FALSE,Guo 2016-01,26676752,N/A,5:3928054-4081310,A,Blood Cancer,4
Akap9,100986,NA,NA,Akap9,246150,NA,NA,NA,NA,NA,NA,134583,FALSE,FALSE,March 2011-01,22057237,N/A,5:3893505-3961178,C,Colorectal Cancer,4
Akap9,100986,NA,NA,Akap9,246150,NA,NA,NA,NA,NA,NA,134583,FALSE,FALSE,Moriarity 2015-01,25961939,Gain,5:3928185-4080204,C,Sarcoma,4
Akap9,100986,NA,NA,Akap9,246150,NA,NA,NA,NA,NA,NA,134583,FALSE,FALSE,Takeda 2016-01,27006499,Loss,5:4065349-4078546,D,Gastric Cancer,4
Ripply1,622473,NA,NA,Ripply1,680702,NA,NA,NA,NA,NA,NA,134609,FALSE,FALSE,March 2011-01,22057237,N/A,,N/A,Colorectal Cancer,1
Eif5b,226982,EIF5B,9669,Eif5b,308306,NA,NA,eif5b,561194,NA,NA,134613,TRUE,FALSE,Guo 2016-01,26676752,N/A,1:37998010-38055579,D,Blood Cancer,3
Eif5b,226982,EIF5B,9669,Eif5b,308306,NA,NA,eif5b,561194,NA,NA,134613,TRUE,FALSE,Keng 2013-01,22899566,N/A,1:38040255-38124255,C,Liver Cancer,3
